restaurantID,name,location,reviewCount,rating,categories,address,Latitude,Longitude,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
7acqCZbZfoef4BHqPExHtA,Gino's East Sports Bar,"Gino's East Sports Bar - Printer's Row - Chicago, IL",47,4,"Restaurants, Pizza, Nightlife, Bars, Sports Bars, METADATA","521 S Dearborn St (between Harrison St & Congress Pky) Chicago, IL 60605 ",41.875234,-87.628984,"Mon-Wed, Sun 11 am - 12 am Thu-Sat 11 am - 2 am",No,Yes,"Street, Valet",Casual,Yes,$$,No,Yes,Yes,Yes,Yes,No,"Late Night, Dinner",Full Bar,Average,"Hipster, Trendy, Casual",Yes,No,Yes,http://ginoseastsportsbar.com/,(312) 939-1818,16
7cHaoUstb6ozaYt6dJYYHw,Simply Greens,"Simply Greens - Near West Side - Chicago, IL",13,2,"Restaurants, Sandwiches, METADATA","500 W Madison St Chicago, IL 60606 ",41.882349,-87.640388,,,Yes,,,,$$,,,,,,,,,,,,,Yes,,,4
7Ees_Pd8ehKBMAtFzjPpyQ,Wow Bao,"Wow Bao - The Loop - Chicago, IL",255,4,"Restaurants, Chinese, Asian Fusion, METADATA","1 W Wacker Dr Ste 107 (at Wabash Ave) Chicago, IL 60601 ",41.886334,-87.62839,Mon-Fri 8 am - 9 pm Sat 11 am - 9 pm Sun 12 pm - 6 pm,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,Free,Lunch,No,Average,Casual,No,Yes,Yes,http://www.wowbao.com,(312) 658-0305,14
7elMK1K1_RAYXIrwqr_7fw,Indian Express,"Indian Express - The Loop - Chicago, IL",9,2,"Restaurants, Pakistani, Indian, METADATA","120 N Wells Street Chicago, IL 60606 ",41.883938,-87.634058,,Yes,Yes,,Casual,Yes,$,Yes,No,Yes,No,,,,No,,,,,Yes,,(312) 251-1770,2
7eRnlfZnXvsZ3M2NbddDdg,Bionda To Go,"Bionda To Go - CLOSED - The Loop - Chicago, IL",13,4,"Restaurants, Italian, METADATA","400 S Financial Pl (between Van Buren St & Congress Pky) Chicago, IL 60605 ",41.876644,-87.633297,,No,Yes,,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,,No,,Yes,,(312) 435-0400,3
7HkdXqAPiujN4CIQvPcw4Q,Ruby of Siam,"Ruby of Siam - The Loop - Chicago, IL",106,4,"Restaurants, Thai, METADATA","170 W Washington St (between La Salle St & Wells St) Chicago, IL 60602 ",41.88344,-87.633175,Mon-Thu 10:30 am - 9 pm Fri 10:30 am - 10 pm Sat 12 pm - 10 pm,Yes,Yes,Street,Casual,Yes,$$,No,Yes,Yes,Yes,No,,Lunch,No,Average,Casual,No,Yes,Yes,http://www.rubyofsiamchicago.com,(312) 609-0000,11
7JJc3FxIjASbBCqwdUjeRg,Chicago Kernel Gourmet Popcorn,"Chicago Kernel Gourmet Popcorn - The Loop - Chicago, IL",8,5,"Restaurants, Fast Food, Food, Specialty Food, METADATA","151 N Michigan Ave Unit C-40 (at Randolph St) Chicago, IL 60601 ",41.88508,-87.624135,Mon-Fri 7 am - 8 pm,Yes,Yes,,,,,No,No,Yes,No,No,,,No,,,,,,http://www.chicagokernel.com,(312) 291-8950,3
7JmUWo4BDdUm3BQbp3e5tQ,The Vault,"The Vault - The Loop - Chicago, IL",11,4,"Restaurants, American (New), METADATA","135 S La Salle St (between Adams St & Marble Pl) Chicago, IL 60603 ",41.879785,-87.631789,,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,No,No,"Lunch, Breakfast",No,Average,,No,,Yes,,(312) 332-3325,2
7O5kbUUGD8hTODAFUMwRLw,Courtway Restaurant,"Courtway Restaurant - The Loop - Chicago, IL",19,4,"Restaurants, American (Traditional), METADATA","29 S La Salle St (between Arcade Pl & Monroe St) Chicago, IL 60603 ",41.88112,-87.632041,,Yes,No,Street,Casual,Yes,$,No,No,Yes,Yes,No,,Lunch,No,Average,,No,,Yes,,(312) 332-8519,4
7t91PqHRTp-bIvhUqtfGrw,Qdoba Mexican Grill,"Qdoba Mexican Grill - The Loop - Chicago, IL",7,3,"Restaurants, Tex-Mex, Mexican, METADATA","328 N Michigan Ave (between Wacker Pl & Macchesneyer Dr) Chicago, IL 60601 ",41.887652,-87.624826,,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,No,No,,No,Loud,,Yes,Yes,,http://www.qdoba.com,(312) 419-8434,0
7tWRpnfuqXRnG9m6oU2CSw,Thai Spoon,"Thai Spoon - South Loop - Chicago, IL",117,3,"Restaurants, Thai, METADATA","601 S Wabash Ave (between Harrison St & Balbo Ave) Chicago, IL 60605 ",41.874282,-87.625755,Mon-Fri 10:30 am - 10 pm Sat 11:30 am - 10 pm Sun 12 pm - 9 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,Casual,Yes,No,Yes,http://www.thaispoonsushi.com,(312) 427-9470,10
7UKAxVZZrr0S_SSJOPpcCg,Market Creations,"Market Creations - The Loop - Chicago, IL",10,3,"Restaurants, Delis, METADATA","20 N Wacker Dr (between Arcade Pl & Dearborn St) Chicago, IL 60606 ",41.882592,-87.637615,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,"Lunch, Breakfast",No,Average,,No,,Yes,,(312) 629-4920,3
7xpf5VhK73NN3gcb4gbMCA,Epic Burger,"Epic Burger - South Loop - Chicago, IL",470,4,"Restaurants, Burgers, METADATA","517 S State St (between Congress Pky & Harrison St) Chicago, IL 60605 ",41.875077,-87.62729,Mon-Thu 11 am - 10 pm Fri-Sat 11 am - 11 pm Sun 11 am - 9 pm,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,No,No,Free,Lunch,No,Average,Casual,Yes,No,Yes,http://www.epicburger.com,(312) 913-1373,59
7zXVHfCWPnoAgU2pEbaazQ,Ara On,"Ara On - The Loop - Chicago, IL",34,4,"Restaurants, Japanese, Korean, METADATA","160 W Adams St (between La Salle St & Wells St) Chicago, IL 60603 ",41.879732,-87.632799,Mon-Fri 7 am - 9 pm,No,Yes,Street,Dressy,Yes,$$,Yes,No,Yes,Yes,No,No,Lunch,Full Bar,Average,"Trendy, Upscale",No,Yes,Yes,http://www.ara-on.com/,(312) 781-7300,6
8BXbNpuPz_WR92_LE8V8kQ,Naf Naf Grill,"Naf Naf Grill - The Loop - Chicago, IL",15,4,"Restaurants, Middle Eastern, METADATA","309 W Washington (between Wacker Dr & Franklin St) Chicago, IL 60606 ",41.882948,-87.635643,,Yes,Yes,,Casual,Yes,$,No,,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,,http://www.nafnafgrill.com/,,3
8C7chv8xmQklcl-7okaN8w,Ricobene's,"Ricobene's - CLOSED - The Loop - Chicago, IL",21,3,"Restaurants, Pizza, Sandwiches, METADATA","222 N Wells St Chicago, IL 60601 ",41.886644,-87.634353,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,,No,,,,,Yes,,(312) 372-2322,1
8cuL_nyzLAU4gQYHjomO_Q,La Rosetta,"La Rosetta - The Loop - Chicago, IL",17,4,"Restaurants, Italian, American (New), METADATA","70 W Madison (between Garland Ct & Michigan Ave) Chicago, IL 60602 ",41.882248,-87.630172,,Yes,Yes,,Casual,Yes,$$,Yes,No,Yes,Yes,No,,Lunch,Full Bar,,,,,Yes,,(312) 332-9500,3
8FHG3LVCCwCQuD95WSNrCw,Fish Port,"Fish Port - CLOSED - The Loop - Chicago, IL",3,4,"Restaurants, Seafood, METADATA","15 W Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 ",41.878061,-87.628317,,No,,,Casual,No,$,No,No,Yes,No,No,No,,No,,,,,,,(312) 427-1135,0
8KYXbJHqrlpHIcB1JWkljg,Mama Falco Pizza,"Mama Falco Pizza - CLOSED - The Loop - Chicago, IL",1,4,"Restaurants, Pizza, METADATA","125 S. Clark St. Chicago, IL 60603 ",41.879659,-87.630322,,,,,,,,,,,,,,,,,,,,,,(312) 855-9001,0
8p2TNg1jXZ26jOTbYa8OjA,Rudy's Bar & Grille,"Rudy's Bar & Grille - The Loop - Chicago, IL",63,4,"Restaurants, Burgers, Nightlife, Bars, American (New), METADATA","69 E Madison (between Dearborn St & Clark St) Chicago, IL 60603 ",41.881956,-87.625432,"Mon-Fri, Sun 11 am - 2 am Sat 11 am - 3 am",No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,Casual,Yes,No,Yes,http://www.rudysbarandgrillechicagâ€¦,(312) 332-8111,13
8qzvBdw36Yse48BJFXe7fg,Freshii,"Freshii - The Loop - Chicago, IL",93,3,"Restaurants, American (New), Vegetarian, METADATA","311 S Wacker Dr (between Franklin St & Jackson Blvd) Chicago, IL 60606 ",41.877454,-87.636156,Mon-Fri 7 am - 5:30 pm,No,Yes,Street,Casual,No,$,No,Yes,Yes,No,Yes,,Lunch,No,,,No,,Yes,http://www.freshii.com,(312) 435-0311,8
8S-ZArRn-2ppHxQUZtq_0w,Caffe Baci,"Caffe Baci - The Loop - Chicago, IL",30,3,"Restaurants, Sandwiches, Italian, Event Planning & Services, Caterers, METADATA","225 W Wacker Dr (between Franklin St & Wells St) Chicago, IL 60606 ",41.886308,-87.635064,Mon-Fri 6:30 am - 4 pm,No,Yes,,Casual,Yes,$$,No,Yes,Yes,Yes,Yes,Free,Lunch,Full Bar,Average,,Yes,Yes,Yes,http://www.caffebaci.com,(312) 251-0135,5
8vIm1ew3JMD_duXa9tP-Dg,Howie's,"Howie's - CLOSED - Near Southside - Chicago, IL",24,3,"Restaurants, METADATA","1310 S Wabash Ave (between 13th St & 14th St) Chicago, IL 60605 ",41.865365,-87.626254,,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,,Lunch,Beer & Wine Only,,,,,Yes,,(312) 461-0944,5
8z4pkwkjYh1J6EQz1iULVA,CrÃªpe Bistro,"CrÃªpe Bistro - The Loop - Chicago, IL",166,4,"Restaurants, Creperies, METADATA","186 N Wells St Chicago, IL 60606 ",41.88534,-87.634158,Tue 11 am - 8 pm Wed-Sat 11 am - 10 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Dessert, Lunch",Full Bar,Average,Casual,Yes,Yes,Yes,http://www.crepebistro.net,(312) 269-0300,14
9htt8fKKKG07eBPszNMg4A,Hannah's Bretzel,"Hannah's Bretzel - The Loop - Chicago, IL",162,4,"Restaurants, Sandwiches, Gluten-Free, METADATA","233 N Michigan Ave Illinois Center, Concourse Level (between Lake St & Wacker Pl) Chicago, IL 60601 ",41.886819,-87.623672,Mon-Fri 7 am - 5 pm,Yes,Yes,"Garage, Street",Casual,Yes,$$,No,Yes,Yes,No,No,Free,Lunch,No,Average,Casual,No,Yes,Yes,http://www.hannahsbretzel.com,(312) 621-1111,7
9I-yCF4DJiGzt0NKvweREA,Cibo Matto,"Cibo Matto - CLOSED - The Loop - Chicago, IL",100,4,"Restaurants, Italian, METADATA","201 N State St (between Lake St & Haddock Pl) Chicago, IL 60601 ",41.886039,-87.627623,,No,Yes,Valet,Dressy,Yes,$$$,Yes,No,No,Yes,No,No,Dinner,Full Bar,Average,"Romantic, Classy, Trendy",No,No,Yes,,(312) 239-9500,16
9IHXW2vB6KzGJFsKTLmdBg,Sbarro,"Sbarro - The Loop - Chicago, IL",9,3,"Restaurants, Pizza, METADATA","100 W Randolph St (between Beaubien Ct & Michigan Ave) Chicago, IL 60601 ",41.885153,-87.631672,,No,Yes,,Casual,Yes,$$,No,No,Yes,No,No,No,,No,Very Loud,,No,No,,,(312) 263-8615,0
9LaA6_oGpgHCJWhlAkbnIw,Pizano's Pizza,"Pizano's Pizza - The Loop - Chicago, IL",352,4,"Restaurants, Pizza, Italian, METADATA","61 E Madison St (between Dearborn St & Clark St) Chicago, IL 60603 ",41.881984,-87.625714,,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,Free,"Lunch, Dinner",Full Bar,Average,Casual,Yes,Yes,Yes,http://www.pizanoschicago.com/,(312) 236-1777,54
9oDWR41ZeUFAvOWCiEglCQ,Subway,"Subway - The Loop - Chicago, IL",5,3,"Restaurants, Sandwiches, METADATA","300 N Michigan Ave (between Wacker Pl & Macchesneyer Dr) Chicago, IL 60601 ",41.886993,-87.625001,,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,,,No,,,,,Yes,http://www.subway.com,(312) 357-1078,0
a-SLHlP85GDtegPls7w0cw,Roly Poly Sandwiches,"Roly Poly Sandwiches - The Loop - Chicago, IL",84,4,"Restaurants, Sandwiches, METADATA","29 S LaSalle Dr Chicago, IL 60603 ",41.91253,-87.629279,Mon-Fri 9 am - 4 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,Yes,,Lunch,No,Quiet,Casual,Yes,Yes,Yes,http://www.rolypoly.com,(312) 920-9800,10
A1JZZ8F5hg6F0cGsxIXipg,Park Grill,"Park Grill - The Loop - Chicago, IL",317,4,"Restaurants, American (New), METADATA","11 N Michigan Ave Chicago, IL 60602 ",41.8827,-87.623777,"Mon-Thu, Sun 11 am - 9:30 pm Fri-Sat 11 am - 10:30 pm",No,Yes,Garage,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,No,"Lunch, Dinner",Full Bar,Average,"Classy, Casual",Yes,,Yes,http://www.parkgrillchicago.com,(312) 521-7275,27
a3cb7ly0Ny1Lsjf_SXUUgg,Maxim's Restaurant,"Maxim's Restaurant - The Loop - Chicago, IL",44,3,"Restaurants, Diners, American (Traditional), METADATA","20 N Clark St (between Calhoun Pl & Madison St) Chicago, IL 60602 ",41.88229,-87.631179,,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,Yes,No,,Lunch,Full Bar,Average,Casual,Yes,No,Yes,,(312) 236-7717,12
a3K_NoX0L38XutHb5yXwOg,Johnny Rockets,"Johnny Rockets - The Loop - Chicago, IL",34,2,"Restaurants, Fast Food, METADATA","177 N State St Chicago, IL 60602 ",41.885419,-87.627623,,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,No,Lunch,No,Very Loud,,Yes,No,Yes,http://www.johnnyrockets.com/,(312) 931-3354,18
A9tAJqtGcIhmT7mz4hmGmQ,Pedersen Room,"Pedersen Room - Near West Side - Chicago, IL",4,4,"Restaurants, American (New), METADATA","Civic Opera House 20 N Wacker Dr Chicago, IL 60606 ",41.882592,-87.637615,,No,Yes,,,No,$$$,Yes,No,,Yes,No,,,Full Bar,,,,,Yes,,(312) 332-2244,2
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,"Tokyo Lunch Boxes & Catering - The Loop - Chicago, IL",44,4,"Restaurants, Japanese, Sushi Bars, METADATA","60 E Jackson Blvd (between Michigan Ave & Wabash Ave) Chicago, IL 60604 ",41.878376,-87.625722,Mon-Fri 7 am - 4 pm,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,,Lunch,No,Average,,,Yes,Yes,http://tokyolunchboxncatering.com,(312) 360-1555,2
Ac6XpH8gKVuQs0VXh_BZIQ,Pret A Manger,"Pret A Manger - The Loop - Chicago, IL",2,5,"Restaurants, Sandwiches, METADATA","1 S State St (between Madison St & Calhoun Pl) Chicago, IL 60602 ",41.881877,-87.627474,,,Yes,,,,,,,,,,,,,,,,,,http://www.pret.com/us/,(312) 416-9263,0
akbyOKo0OmC49KafAtF-MQ,Wall Street Deli,"Wall Street Deli - The Loop - Chicago, IL",1,5,"Restaurants, Delis, METADATA","228 W. Wabash Ave Chicago, IL 60604 ",41.878663,-87.626386,,,,,,,,,,,,,,,,,,,,,http://www.wallstreetdeli.com/abouâ€¦,,0
akBYwak1sqNd1T8pzXKN4g,Potbelly Sandwich Works,"Potbelly Sandwich Works - The Loop - Chicago, IL",14,3,"Restaurants, Sandwiches, METADATA","209 S LaSalle St Chicago, IL 60604 ",41.87903,-87.631749,,Yes,Yes,,Casual,Yes,$,No,Yes,Yes,No,,,,No,,"Trendy, Casual",,,Yes,http://www.potbelly.com/,(312) 269-1684,2
AN6mxfLVu4_Juc-75_O55A,Pittsfield Cafe,"Pittsfield Cafe - The Loop - Chicago, IL",6,4,"Restaurants, Diners, Delis, METADATA","55 E Washington St Ste 193 Chicago, IL 60601 ",41.524085,-88.080709,,Yes,No,,Casual,No,$,No,Yes,Yes,Yes,No,No,,No,Average,,Yes,No,,,(312) 641-1806,0
AO83FW-KEkwzxC0YcvGO1w,Osaka Express,"Osaka Express - The Loop - Chicago, IL",152,4,"Restaurants, Sushi Bars, Japanese, METADATA","400 S Michigan Ave (between Van Buren St & Congress Pky) Chicago, IL 60605 ",41.87685,-87.624573,Mon-Fri 11 am - 9 pm Sat 12 pm - 9 pm,No,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,Free,Lunch,No,Average,"Trendy, Casual",No,Yes,Yes,http://www.osaka2go.com,(312) 566-0118,20
Aq3ED5k8GzRyNELKBI85nA,Taco Fresco,"Taco Fresco - The Loop - Chicago, IL",12,3,"Restaurants, Mexican, METADATA","151 E Randolph St Millenium Park Train Station Concourse Chicago, IL 60602 ",41.884384,-87.62475,,Yes,Yes,,,,,No,,Yes,No,No,,,No,,,,,,http://tacofresco.com,,1
aQb5jtEJ9m6YMdd007iioQ,Oodles Of Noodles,"Oodles Of Noodles - CLOSED - The Loop - Chicago, IL",23,3,"Restaurants, Fast Food, Asian Fusion, METADATA","29 E Adams St (between Wabash Ave & Dearborn St) Chicago, IL 60603 ",41.879354,-87.626449,,Yes,Yes,"Garage, Street",Casual,No,$,No,Yes,Yes,No,No,,Lunch,No,Average,,,,Yes,,,9
atMTO3_0g85_lfP0GHG4NQ,Cosi,"Cosi - The Loop - Chicago, IL",30,4,"Restaurants, Sandwiches, American (Traditional), METADATA","230 W Monroe St Chicago, IL 60606 ",41.881071,-87.634872,,Yes,Yes,,Casual,No,$,No,No,Yes,No,Yes,,Lunch,No,Loud,,No,,Yes,,(312) 782-4755,2
aVuKky7ZmftCFKybytAy0A,Corner Bakery Cafe,"Corner Bakery Cafe - The Loop - Chicago, IL",14,3,"Restaurants, Breakfast & Brunch, Sandwiches, Event Planning & Services, Caterers, METADATA","200 N La Salle St Ste 1F (between Haddock Pl & Lake St) Chicago, IL 60601 ",41.886073,-87.633021,,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.cornerbakerycafe.com,(312) 726-7244,0
AYdOe36tYzKHglzisR88Qw,Ronny's Original Steakhouse,"Ronny's Original Steakhouse - CLOSED - The Loop - Chicago, IL",10,4,"Restaurants, METADATA","340 S Wabash Ave Chicago, IL 60604 ",41.87718,-87.626445,,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,No,,,No,,,,,Yes,,(312) 346-9487,2
B2Wgw3j602wu9o1bbdXQNg,Burrito Beach,"Burrito Beach - Near West Side - Chicago, IL",14,3,"Restaurants, Tex-Mex, METADATA","210 S Canal St (between Adams St & Fulton St) Chicago, IL 60606 ",41.878844,-87.640084,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Very Loud,,No,No,Yes,,(312) 575-9749,0
b6DDnuj6WeQozVEXngTEKA,Bella Bacino's,"Bella Bacino's - The Loop - Chicago, IL",137,4,"Restaurants, Pizza, Italian, METADATA","75 E Wacker Dr (between Wabash Ave & Macchesneyer Dr) Chicago, IL 60601 ",41.887603,-87.625444,Mon-Fri 6:30 am - 11 pm Sat 8 am - 11 pm Sun 8 am - 10 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,Casual,Yes,Yes,Yes,http://www.bacinos.com/,(312) 263-2350,24
B8scdkaVSwnWeqORgLPhVA,BB's,"BB's - CLOSED - Near North Side - Chicago, IL",26,4,"Restaurants, American (Traditional), Nightlife, Bars, METADATA","22 E Hubbard St Chicago, IL 60601 ",41.890236,-87.627148,,No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,,Dinner,Full Bar,,,,,,,(312) 755-0007,2
b9ydWirWbGZTF-X8tmw5lw,Buen Apetito,"Buen Apetito - Near West Side - Chicago, IL",14,4,"Restaurants, Mexican, METADATA","French Market 131 N Clinton St Chicago, IL 60606 ",41.884137,-87.640973,,,Yes,,Casual,No,$,No,,Yes,No,No,,,No,Loud,,No,,,,(312) 234-9600,2
BEB7eYric_ab6KVGseD1WA,Trattoria Caterina,"Trattoria Caterina - Printer's Row - Chicago, IL",52,3,"Restaurants, Italian, METADATA","616 S Dearborn St (between Polk St & Harrison St) Chicago, IL 60605 ",41.873791,-87.629441,,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,,Dinner,No,Average,,Yes,,Yes,,(312) 939-7606,8
belkExx9ktP516XiqPxCDg,Beef and Brandy,"Beef and Brandy - The Loop - Chicago, IL",115,3,"Restaurants, American (Traditional), Breakfast & Brunch, METADATA","127 S State St (between Marble Pl & Adams St) Chicago, IL 60603 ",41.879926,-87.627257,Mon-Tue 7 am - 9 pm Wed-Sat 7 am - 10 pm Sun 7 am - 7 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,Free,"Lunch, Breakfast",Full Bar,Average,Casual,Yes,,Yes,http://www.beefbrandy.net,(312) 372-3451,21
BfQXFqVAeI8mI1YkJCDC1A,Uncle Abe's Deli,"Uncle Abe's Deli - CLOSED - The Loop - Chicago, IL",17,4,"Restaurants, METADATA","122 S Franklin St (between Monroe St & Washington St) Chicago, IL 60606 ",41.8799,-87.635502,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,Lunch,,,,,,,,(312) 425-9983,1
bFxtGcL0W7ZNEj3NwTmM0A,Blackbird,"Blackbird - Near West Side - Chicago, IL",676,4,"Restaurants, American (New), METADATA","619 W Randolph St Chicago, IL 60606 ",41.884312,-87.643555,Mon-Fri 11:30 am - 2 pm Mon-Thu 5:30 pm - 10:30 pm Fri-Sat 5:30 pm - 11:30 pm,No,Yes,"Street, Valet",Dressy,No,$$$,Yes,No,No,Yes,Yes,No,Dinner,Full Bar,Average,"Classy, Trendy, Upscale",No,No,Yes,http://www.blackbirdrestaurant.com/,(312) 715-0708,52
bGDIW9Lg0_0zHKaTxplHaw,Sopraffina Marketcaffe,"Sopraffina Marketcaffe - The Loop - Chicago, IL",70,4,"Restaurants, Sandwiches, Italian, METADATA","10 N Dearborn St (between Calhoun Pl & Madison St) Chicago, IL 60602 ",41.882438,-87.629705,Mon-Fri 11 am - 4 pm,Yes,Yes,,Casual,Yes,$,No,Yes,Yes,No,No,,Lunch,Beer & Wine Only,Quiet,,No,Yes,Yes,http://www.sopraffina.com,(312) 984-0044,3
BHSJyn_HnqbT5NCzI6Y5ew,Mezcalina,"Mezcalina - The Loop - Chicago, IL",12,3,"Restaurants, Mexican, METADATA","333 E Benton Pl Ste 100 Chicago, IL 60601 ",41.885185,-87.618583,,No,Yes,,Casual,No,$$$,No,No,,Yes,No,,,,,,No,,,http://www.mezcalina.com/,(312) 240-5000,0
BIIePPIF4qMsTfgj5uaG5Q,Flaco's Tacos,"Flaco's Tacos - Printer's Row - Chicago, IL",336,4,"Restaurants, Mexican, METADATA","725 S Dearborn St (between Polk St & Harrison St) Chicago, IL 60605 ",41.872743,-87.628961,Mon-Sun 10 am - 10 pm,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,No,"Lunch, Dinner",Beer & Wine Only,Average,Casual,No,Yes,Yes,http://www.flacostacosonline.com,(312) 922-8226,46
BjZ1dWcQOt7w7BsMszxKHA,U.B. Dogs,"U.B. Dogs - The Loop - Chicago, IL",73,5,"Restaurants, Hot Dogs, American (New), Burgers, METADATA","185 N Franklin St (between Monroe St & Couch Pl) Chicago, IL 60606 ",41.885386,-87.635175,Mon-Fri 6 am - 4 pm,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,No,Lunch,No,Average,Casual,No,No,Yes,http://www.ubdogs.com,(312) 251-7009,10
bO0ePzK1UYzRny7KqPYDoQ,Hot Woks Cool Sushi,"Hot Woks Cool Sushi - The Loop - Chicago, IL",34,4,"Restaurants, Sushi Bars, Asian Fusion, METADATA","312 W Adams St (between Franklin St & Wacker Dr) Chicago, IL 60606 ",41.87962,-87.635867,Mon-Sun 11 am - 8 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,,"Lunch, Dinner",Full Bar,Average,"Trendy, Casual",Yes,,,http://www.hotwokscoolsushi.com/,(312) 220-0011,6
BoN3cdveQRdz3PCP4bv-jg,Giordano's Pizzeria,"Giordano's Pizzeria - CLOSED - The Loop - Chicago, IL",42,4,"Restaurants, Pizza, METADATA","310 W Randolph St (between Franklin St & Wacker Dr) Chicago, IL 60606 ",41.884671,-87.635743,,Yes,Yes,,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,,Dinner,Beer & Wine Only,,,,,Yes,http://www.giordanos.com/,(312) 201-1441,3
Bpf0-FR1AW1krzAxAt3C6Q,Bodega N.5,"Bodega N.5 - South Loop - Chicago, IL",22,4,"Restaurants, Spanish, Nightlife, Bars, Pubs, METADATA","638 S Michigan Ave (between Congress Plaza Dr & Harrison St) Chicago, IL 60605 ",41.873267,-87.624717,Tue-Wed 6:30 am - 5 pm Thu 6:30 am - 10 pm Fri-Sat 6:30 am - 12 am,No,Yes,"Validated, Valet",Casual,Yes,$,No,No,Yes,Yes,Yes,Free,,Full Bar,Loud,"Trendy, Casual",Yes,No,Yes,,(312) 542-3605,1
BPg56t_UUCjZCK6i0o6xkQ,Eleven City Diner,"Eleven City Diner - South Loop - Chicago, IL",664,4,"Restaurants, Diners, Delis, METADATA","1112 S Wabash Ave (between 11th St & Roosevelt Rd) Chicago, IL 60605 ",41.86872,-87.626312,Mon-Thu 8 am - 9 pm Fri 8 am - 10 pm Sat 8:30 am - 10 pm Sun 8:30 am - 9 pm,Yes,Yes,Street,Casual,Yes,$$,No,Yes,Yes,Yes,Yes,No,"Lunch, Breakfast",Full Bar,Average,Casual,No,Yes,Yes,http://www.elevencitydiner.com/,(312) 212-1112,181
BphyZ09tuDuJ7TPr1syPhQ,Brasserie By LM,"Brasserie By LM - South Loop - Chicago, IL",37,3,"Restaurants, French, METADATA","800 S Michigan Ave (between Balbo Ave & 9th St) Chicago, IL 60605 ",41.871447,-87.624416,Mon-Sun 6 am - 10:30 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Paid,"Late Night, Lunch, Dinner, Breakfast",Full Bar,Average,,Yes,Yes,,http://brasseriebylm.com/,(312) 431-1788,12
BsAVSCMwnW8zUvQlq5DcJg,231 Cafe,"231 Cafe - The Loop - Chicago, IL",13,4,"Restaurants, American (Traditional), Cafes, METADATA","231 S La Salle St Chicago, IL 60606 ",41.878535,-87.63194,,No,Yes,,Casual,Yes,$,No,No,Yes,No,No,,,No,Average,,,,,,,2
Bt8bjIfRqajkZpOD35lHuA,Mr Submarine,"Mr Submarine - The Loop - Chicago, IL",50,4,"Restaurants, Sandwiches, METADATA","47 N Wells St Chicago, IL 60606 ",41.883006,-87.633624,Mon-Fri 6 am - 8 pm Sat 10 am - 3 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,Yes,No,Lunch,No,Loud,,No,Yes,Yes,http://mrsubchicago.com,(312) 419-0008,4
